"","KID","CaretypeBroad","Arrange97","Exp97Tot","Hours97Tot","Arrange","Hours97","Exp97"
"2239",5012038,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2240",5012039,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2241",5012177,"External","Relative",0,72,3,72,0
"2242",5014035,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2243",5014040,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2244",5015034,"External",NA,0,0,NA,NA,NA
"2245",5015035,"External",NA,0,0,NA,NA,NA
"2246",5015036,"External",NA,0,0,NA,NA,NA
"2247",5015177,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2248",5016033,"External",NA,0,0,NA,NA,NA
"2249",5016034,"External",NA,0,0,NA,NA,NA
"2250",5017032,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2251",5017175,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2252",5018033,"External","Relative",0,9,1,9,0
"2253",5018034,"External","Relative",0,45,1,45,0
"2254",5031038,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2255",5031039,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2256",5031040,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2257",5031041,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2258",5031042,"External","Relative",0,35,1,35,0
"2259",5031043,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2260",5031044,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2261",5031046,"External",NA,0,0,NA,NA,NA
"2262",5031050,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2263",5031052,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2264",5034040,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2265",5034042,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2266",5034043,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2267",5035031,"External",NA,0,0,NA,NA,NA
"2268",5036031,"External",NA,0,0,NA,NA,NA
"2269",5037034,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2270",5037185,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2271",5040033,"External",NA,0,0,NA,NA,NA
"2272",5040181,"External",NA,0,0,NA,NA,NA
"2273",5045033,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2274",5046176,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2275",5046177,"External",NA,0,0,NA,NA,NA
"2276",5047031,"External",NA,0,0,NA,NA,NA
"2277",5047032,"External",NA,0,0,NA,NA,NA
"2278",5048039,"External",NA,0,0,NA,NA,NA
"2279",5048041,"External",NA,0,0,NA,NA,NA
"2280",5048045,"External",NA,0,0,NA,NA,NA
"2281",5048046,"External","Care Center",0,7,6,7,0
"2282",5052048,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2283",5052049,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2284",5052050,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2285",5052051,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2286",5052052,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2287",5052192,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2288",5055037,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2289",5055038,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2290",5055042,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2291",5055043,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2292",5055044,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2293",5055176,"External",NA,0,0,NA,NA,NA
"2294",5057038,"External",NA,0,0,NA,NA,NA
"2295",5057041,"External",NA,0,0,NA,NA,NA
"2296",5057042,"External",NA,0,0,NA,NA,NA
"2297",5057044,"External",NA,0,0,NA,NA,NA
"2298",5057045,"External","Head Start",0,12,5,12,0
"2299",5057047,"External",NA,0,0,NA,NA,NA
"2300",5057196,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2301",5057197,"External",NA,0,0,NA,NA,NA
"2302",5057198,"External",NA,0,0,NA,NA,NA
"2303",5061034,"External","Care Center",105,40,6,40,105
"2304",5061035,"External","Relative",0,30,1,30,0
"2305",5065037,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2306",5065038,"External",NA,0,0,NA,NA,NA
"2307",5065039,"External","Relative",50,25,3,25,50
"2308",5065040,"External",NA,0,0,NA,NA,NA
"2309",5065043,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2310",5065045,"External","Relative",50,40,3,40,50
"2311",5065046,"External","Relative",105,18.5,3,9,0
"2312",5066037,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2313",5066039,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2314",5066040,"External",NA,0,0,NA,NA,NA
"2315",5066041,"External",NA,0,0,NA,NA,NA
"2316",5066181,"External",NA,0,0,NA,NA,NA
"2317",5067035,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2318",5067036,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2319",5069037,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2320",5069038,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2321",5070175,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2322",5071035,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2323",5071036,"External",NA,0,0,NA,NA,NA
"2324",5082030,"External",NA,0,0,NA,NA,NA
"2325",5120030,"External",NA,0,0,NA,NA,NA
"2326",5120031,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2327",5120032,"External","Care Center",96.1538461538462,40,6,40,96.1538461538462
"2328",5120033,"External","Non Relative",30,60,4,60,30
"2329",5126035,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2330",5133033,"External",NA,0,0,NA,NA,NA
"2331",5133034,"External","Relative",0,40,3,40,0
"2332",5133035,"External","Relative",0,40,3,40,0
"2333",5136039,"External","Self Care",0,15,8,15,0
"2334",5136040,"External","Unkown Type",128,40,97,40,128
"2335",5136041,"External","Non Relative",100,40,2,40,100
"2336",5136042,"External","Relative",0,40,3,40,0
"2337",5136043,"External","Relative",0,40,3,40,0
"2338",5136180,"External",NA,0,0,NA,NA,NA
"2339",5136181,"External",NA,0,0,NA,NA,NA
"2340",5136183,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2341",5142033,"External",NA,0,0,NA,NA,NA
"2342",5142034,"External",NA,0,0,NA,NA,NA
"2343",5142035,"External",NA,0,0,NA,NA,NA
"2344",5145034,"External",NA,0,0,NA,NA,NA
"2345",5145035,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2346",5145176,"External",NA,0,0,NA,NA,NA
"2347",5145177,"External",NA,0,0,NA,NA,NA
"2348",5154039,"External",NA,0,0,NA,NA,NA
"2349",5154041,"External",NA,0,0,NA,NA,NA
"2350",5154044,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2351",5154045,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2352",5154046,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2353",5163032,"External","Care Center",75,27,6,27,75
"2354",5164032,"External",NA,0,0,NA,NA,NA
"2355",5164034,"External","Non Relative",32,27,4,27,32
"2356",5170038,"External",NA,0,0,NA,NA,NA
"2357",5170040,"External","Care Center",112.5,45,6,45,112.5
"2358",5170041,"External","Care Center",102,40,6,40,102
"2359",5170042,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2360",5170043,"External","Non Relative",65,40,4,40,65
"2361",5170185,"External",NA,0,0,NA,NA,NA
"2362",5171032,"External",NA,0,0,NA,NA,NA
"2363",5177033,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2364",5177035,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2365",5177036,"External","Relative",0,9.5,3,9.5,0
"2366",5180032,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2367",5182040,"External",NA,0,0,NA,NA,NA
"2368",5182041,"External",NA,0,0,NA,NA,NA
"2369",5182042,"External",NA,0,0,NA,NA,NA
"2370",5182043,"External",NA,0,0,NA,NA,NA
"2371",5182044,"External",NA,0,0,NA,NA,NA
"2372",5182045,"External",NA,0,0,NA,NA,NA
"2373",5182046,"External","Care Center",5.5,40,6,40,5.5
"2374",5182047,"External","Care Center",5.5,40,6,40,5.5
"2375",5182048,"External",NA,0,0,NA,NA,NA
"2376",5199035,"External","Care Center",68,40,6,40,68
"2377",5215032,"External",NA,0,0,NA,NA,NA
"2378",5215033,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2379",5216171,"External",NA,0,0,NA,NA,NA
"2380",5219035,"External","Care Center",2,35,6,35,2
"2381",5219193,"External","Care Center",1,30,6,30,1
"2382",5230039,"External",NA,0,0,NA,NA,NA
"2383",5230041,"External","Non Relative",65,40,4,40,65
"2384",5230042,"External",NA,0,0,NA,NA,NA
"2385",5230196,"External","Relative",0,30,1,30,0
"2386",5230197,"External","Relative",0,35,1,35,0
"2387",5234030,"External",NA,0,0,NA,NA,NA
"2388",5234031,"External",NA,0,0,NA,NA,NA
"2389",5241172,"External",NA,0,0,NA,NA,NA
"2390",5259039,"External","Relative",40,18,3,18,40
"2391",5264031,"External","Relative",75,54,3,54,75
"2392",5264032,"External","Relative",75,54,3,54,75
"2393",5274031,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2394",5274032,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2395",5281032,"External",NA,0,0,NA,NA,NA
"2396",5287032,"External",NA,0,0,NA,NA,NA
"2397",5287034,"External",NA,0,0,NA,NA,NA
"2398",5287035,"External",NA,0,0,NA,NA,NA
"2399",5287036,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2400",5287186,"External",NA,0,0,NA,NA,NA
"2401",5287193,"External","Relative",0,40,3,40,0
"2402",5287194,"External",NA,0,0,NA,NA,NA
"2403",5290034,"External",NA,0,0,NA,NA,NA
"2404",5290185,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2405",5292039,"External",NA,0,0,NA,NA,NA
"2406",5292040,"External",NA,0,0,NA,NA,NA
"2407",5292043,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2408",5299040,"External",NA,0,0,NA,NA,NA
"2409",5299041,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2410",5299042,"External",NA,0,0,NA,NA,NA
"2411",5299043,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2412",5299047,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2413",5299050,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2414",5299055,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2415",5299056,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2416",5299057,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2417",5299058,"External","Relative",0,60,3,60,0
"2418",5299177,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2419",5299178,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2420",5302037,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2421",5302182,"External",NA,0,0,NA,NA,NA
"2422",5305034,"External",NA,0,0,NA,NA,NA
"2423",5305035,"External",NA,0,0,NA,NA,NA
"2424",5305036,"External",NA,0,0,NA,NA,NA
"2425",5305037,"External",NA,0,0,NA,NA,NA
"2426",5306032,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2427",5306033,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2428",5306173,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2429",5308032,"External",NA,0,0,NA,NA,NA
"2430",5308033,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2431",5314032,"External",NA,0,0,NA,NA,NA
"2432",5314034,"External",NA,0,0,NA,NA,NA
"2433",5314035,"External",NA,0,0,NA,NA,NA
"2434",5314036,"External",NA,0,0,NA,NA,NA
"2435",5314037,"External","Head Start",0,30,5,30,0
"2436",5314038,"External","Relative",0,46,1,46,0
"2437",5315034,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2438",5315036,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2439",5321033,"External",NA,0,0,NA,NA,NA
"2440",5323030,"External","Relative",60,32,1,32,60
"2441",5332041,"External","Non Relative",60,45,4,45,60
"2442",5332042,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2443",5332043,"External","Care Center",156,55,6,55,156
"2444",5332187,"External","Care Center",75,50,6,50,75
"2445",5335035,"External",NA,0,0,NA,NA,NA
"2446",5335036,"External",NA,0,0,NA,NA,NA
"2447",5336030,"External","Head Start",0,40,5,40,0
"2448",5343179,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2449",5343180,"External",NA,0,0,NA,NA,NA
"2450",5348032,"External",NA,0,0,NA,NA,NA
"2451",5348033,"External","Relative",80,60,3,15,0
"2452",5348034,"External",NA,0,0,NA,NA,NA
"2453",5350037,"External","Relative",0,24,3,24,0
"2454",5350039,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2455",5350178,"External","Relative",0,24,3,24,0
"2456",5363032,"External",NA,0,0,NA,NA,NA
"2457",5363033,"External",NA,0,0,NA,NA,NA
"2458",5363034,"External","Care Center",0,40,6,40,0
"2459",5363035,"External","Care Center",26.75,35,6,35,26.75
"2460",5366047,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2461",5366048,"External",NA,0,0,NA,NA,NA
"2462",5366049,"External","Care Center",0,25,6,25,0
"2463",5366193,"External",NA,0,0,NA,NA,NA
"2464",5366195,"External",NA,0,0,NA,NA,NA
"2465",5375030,"External","Care Center",21,45,6,45,21
"2466",5379032,"External",NA,0,0,NA,NA,NA
"2467",5379033,"External",NA,0,0,NA,NA,NA
"2468",5381032,"External","Care Center",90,40,6,40,90
"2469",5392035,"External",NA,0,0,NA,NA,NA
"2470",5392038,"External","Care Center",75,38,6,38,75
"2471",5392039,"External","Non Relative",20,20,4,20,20
"2472",5392040,"External","Non Relative",20,20,4,20,20
"2473",5393036,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2474",5393037,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2475",5393038,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2476",5393179,"External",NA,0,0,NA,NA,NA
"2477",5395035,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2478",5395037,"External",NA,0,0,NA,NA,NA
"2479",5396034,"External",NA,0,0,NA,NA,NA
"2480",5397033,"External",NA,0,0,NA,NA,NA
"2481",5397034,"External",NA,0,0,NA,NA,NA
"2482",5397036,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2483",5403030,"External",NA,0,0,NA,NA,NA
"2484",5403174,"External",NA,0,0,NA,NA,NA
"2485",5406033,"External",NA,0,0,NA,NA,NA
"2486",5406176,"External","Care Center",50,40,6,40,50
"2487",5416035,"External",NA,0,0,NA,NA,NA
"2488",5417182,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2489",5417183,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2490",5424033,"External",NA,0,0,NA,NA,NA
"2491",5424034,"External",NA,0,0,NA,NA,NA
"2492",5425033,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2493",5425034,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2494",5429031,"External",NA,0,0,NA,NA,NA
"2495",5429032,"External",NA,0,0,NA,NA,NA
"2496",5429033,"External",NA,0,0,NA,NA,NA
"2497",5429035,"External","Care Center",5,25,6,25,5
"2498",5430043,"External",NA,0,0,NA,NA,NA
"2499",5430044,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2500",5430045,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2501",5430046,"External",NA,0,0,NA,NA,NA
"2502",5430047,"External",NA,0,0,NA,NA,NA
"2503",5430050,"External","Relative",0,8,1,8,0
"2504",5430052,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2505",5430053,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2506",5430184,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2507",5430195,"External",NA,0,0,NA,NA,NA
"2508",5430196,"External","Relative",0,6.5,1,6.5,0
"2509",5430197,"External",NA,0,0,NA,NA,NA
"2510",5430198,"External","Unkown Type",50,8,99,8,50
"2511",5440032,"External","Relative",0,30,3,30,0
"2512",5440033,"External","Relative",20,20,3,20,20
"2513",5442174,"External","Relative",40,40,3,40,40
"2514",5442175,"External","Relative",65,40,3,40,65
"2515",5442177,"External",NA,0,0,NA,NA,NA
"2516",5442178,"External","Relative",25,55,3,55,25
"2517",5443037,"External",NA,0,0,NA,NA,NA
"2518",5446032,"External",NA,0,0,NA,NA,NA
"2519",5447032,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2520",5447033,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2521",5447034,"External","Relative",40,32,3,32,40
"2522",5449033,"External",NA,0,0,NA,NA,NA
"2523",5449034,"External","Relative",22,23,3,15,0
"2524",5451030,"External",NA,0,0,NA,NA,NA
"2525",5458035,"External",NA,0,0,NA,NA,NA
"2526",5458036,"External",NA,0,0,NA,NA,NA
"2527",5458037,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2528",5458173,"External",NA,0,0,NA,NA,NA
"2529",5459032,"External",NA,0,0,NA,NA,NA
"2530",5462031,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2531",5462032,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2532",5462033,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2533",5462034,"External",NA,0,0,NA,NA,NA
"2534",5462035,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2535",5462036,"External","Non Relative",50,40,4,40,50
"2536",5463040,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2537",5463041,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2538",5463044,"External",NA,0,0,NA,NA,NA
"2539",5463045,"External",NA,0,0,NA,NA,NA
"2540",5463180,"External",NA,0,0,NA,NA,NA
"2541",5464040,"External",NA,0,0,NA,NA,NA
"2542",5464041,"External",NA,0,0,NA,NA,NA
"2543",5464042,"External",NA,0,0,NA,NA,NA
"2544",5464043,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2545",5464183,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2546",5476030,"External",NA,0,0,NA,NA,NA
"2547",5478032,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2548",5478033,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2549",5478034,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2550",5479031,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2551",5488031,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2552",5491033,"External","Relative",NA,40,3,40,NA
"2553",5491034,"External","Relative",25,14,3,14,25
"2554",5493039,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2555",5493042,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2556",5495032,"External",NA,0,0,NA,NA,NA
"2557",5495033,"External","Care Center",75,9,6,9,75
"2558",5495034,"External","Non Relative",110,9,2,9,110
"2559",5495176,"External",NA,0,0,NA,NA,NA
"2560",5499032,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2561",5499033,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
